Date,Store,Dept,Weekly_Sales
2013-02-15,3,72,34160.536
2013-02-15,3,74,3839.371000000002
2013-02-15,3,79,7442.412300000004
2013-02-15,3,80,6.361899999999999
2013-02-15,3,81,1709.3460999999993
2013-02-15,3,82,7497.996600000008
2013-02-15,3,85,722.9848999999999
2013-02-15,3,87,1325.057200000001
2013-02-15,3,90,1686.5252999999989
2013-02-15,3,91,197.53650000000002
2013-02-15,3,92,9191.448199999995
2013-02-15,3,94,894.2321999999997
2013-02-15,3,95,15127.520100000012
2013-02-15,3,96,3028.377400000001
2013-02-15,3,97,388.59600000000023
2013-02-22,3,1,7885.4524
2013-02-22,3,2,18318.721900000015
2013-02-22,3,3,5381.407400000004
2013-02-22,3,4,8399.35890000001
2013-02-22,3,5,12775.780899999998
2013-02-22,3,6,1715.0094000000006
2013-02-22,3,7,8515.643500000002
2013-02-22,3,8,8972.763700000003
2013-02-22,3,9,9223.183399999994
2013-02-22,3,10,12951.104899999988
2013-02-22,3,11,8068.652899999999
2013-02-22,3,12,2440.8587000000007
2013-02-22,3,13,11716.224199999999
2013-02-22,3,14,4828.0738999999985
2013-02-22,3,16,10194.1306
2013-02-22,3,17,2741.0922000000005
2013-02-22,3,18,805.7279000000007
2013-02-22,3,19,458.51139999999987
2013-02-22,3,20,2017.9820999999993
2013-02-22,3,21,1269.4389
2013-02-22,3,22,4062.5764999999974
2013-02-22,3,23,12956.948600000005
2013-02-22,3,24,2399.171899999998
2013-02-22,3,25,5184.307399999998
2013-02-22,3,26,3257.788600000002
2013-02-22,3,27,548.9709000000004
2013-02-22,3,28,169.6418999999999
2013-02-22,3,29,1154.0449
2013-02-22,3,30,1697.3315000000014
2013-02-22,3,31,827.4835000000002
2013-02-22,3,32,4887.4861999999985
2013-02-22,3,33,3594.1947000000036
2013-02-22,3,34,5610.825900000007
2013-02-22,3,35,1698.541700000001
2013-02-22,3,36,106.87510000000002
2013-02-22,3,38,88413.98579999997
2013-02-22,3,40,20907.935100000002
2013-02-22,3,41,439.93039999999996
2013-02-22,3,42,5024.7772
2013-02-22,3,44,2143.0298000000003
2013-02-22,3,46,6167.040200000004
2013-02-22,3,49,15.108500000000006
2013-02-22,3,52,1037.8958000000005
2013-02-22,3,55,7041.897400000003
2013-02-22,3,56,2980.4844000000035
2013-02-22,3,59,11.89740000000001
2013-02-22,3,60,129.844
2013-02-22,3,67,1690.6476000000005
2013-02-22,3,71,1376.1387
2013-02-22,3,72,29182.260899999983
2013-02-22,3,74,3657.7896000000014
2013-02-22,3,79,7544.029100000001
2013-02-22,3,80,7.020399999999998
2013-02-22,3,81,1710.8355999999987
2013-02-22,3,82,7356.0225000000055
2013-02-22,3,85,714.1366000000003
2013-02-22,3,87,1303.9808000000005
2013-02-22,3,90,1719.4358999999986
2013-02-22,3,91,213.1868
2013-02-22,3,92,8763.239400000002
2013-02-22,3,94,330.84049999999996
2013-02-22,3,95,15287.170199999988
2013-02-22,3,96,3040.849300000001
2013-02-22,3,97,399.4078000000001
2013-03-01,3,1,8309.994099999996
2013-03-01,3,2,20012.190200000005
2013-03-01,3,3,5024.915500000004
2013-03-01,3,4,9463.623600000004
2013-03-01,3,5,13388.7981
2013-03-01,3,6,1782.2947
2013-03-01,3,7,9170.365500000002
2013-03-01,3,8,9430.8014
2013-03-01,3,9,10167.772700000007
2013-03-01,3,10,12680.730100000002
2013-03-01,3,11,8735.488699999996
2013-03-01,3,12,2179.9113
2013-03-01,3,13,11989.545900000008
2013-03-01,3,14,4923.612599999997
2013-03-01,3,16,10496.162200000002
2013-03-01,3,17,2876.718599999999
2013-03-01,3,18,1113.6762000000006
2013-03-01,3,19,553.1659000000001
2013-03-01,3,20,2338.441599999999
2013-03-01,3,21,1350.149
2013-03-01,3,22,3657.502299999999
2013-03-01,3,23,12489.731899999997
2013-03-01,3,24,2401.6838000000002
2013-03-01,3,25,5708.371700000006
2013-03-01,3,26,2709.2074999999986
2013-03-01,3,27,614.5533000000001
2013-03-01,3,28,192.28159999999986
2013-03-01,3,29,1259.6793999999995
2013-03-01,3,30,1635.7542000000008
2013-03-01,3,31,776.3947999999996
2013-03-01,3,32,5445.019500000004
2013-03-01,3,33,3913.9540000000025
2013-03-01,3,34,5789.027600000001
2013-03-01,3,35,1800.0415000000003
2013-03-01,3,36,274.56119999999993
2013-03-01,3,38,94281.61480000002
2013-03-01,3,40,20660.683500000003
2013-03-01,3,41,627.1939
2013-03-01,3,42,5259.946399999998
2013-03-01,3,44,2642.360399999999
2013-03-01,3,46,5726.608800000003
2013-03-01,3,49,18.121500000000008
2013-03-01,3,52,1017.2066000000004
2013-03-01,3,55,7282.348500000008
2013-03-01,3,56,4355.542800000002
2013-03-01,3,60,128.93999999999997
2013-03-01,3,67,1559.6586000000004
2013-03-01,3,71,1896.937000000002
2013-03-01,3,72,27848.184400000006
2013-03-01,3,74,4262.6896000000015
2013-03-01,3,79,7905.725300000002
2013-03-01,3,80,18.157500000000006
2013-03-01,3,81,1720.366100000001
2013-03-01,3,82,7502.5966000000035
2013-03-01,3,85,643.2083000000002
2013-03-01,3,87,1396.720700000001
2013-03-01,3,90,1680.4365
2013-03-01,3,91,230.17970000000022
2013-03-01,3,92,8961.1949
2013-03-01,3,94,330.7752
2013-03-01,3,95,14732.200800000008
2013-03-01,3,96,3249.0621
2013-03-01,3,97,377.0850999999999
2013-03-08,3,1,8381.7561
2013-03-08,3,2,19508.883899999993
2013-03-08,3,3,5020.014100000003
2013-03-08,3,4,9786.65070000001
2013-03-08,3,5,14673.122999999989
2013-03-08,3,6,1935.5613000000005
2013-03-08,3,7,9195.462600000003
2013-03-08,3,8,9544.393699999997
2013-03-08,3,9,11915.844800000003
2013-03-08,3,10,13436.479299999995
2013-03-08,3,11,8994.436299999994
2013-03-08,3,12,2358.803599999999
2013-03-08,3,13,12782.78750000001
2013-03-08,3,14,4851.3870000000015
2013-03-08,3,16,14315.014199999992
2013-03-08,3,17,2811.3770999999983
2013-03-08,3,18,1158.094800000001
2013-03-08,3,19,640.4479000000001
2013-03-08,3,20,2527.826700000001
2013-03-08,3,21,1433.9511000000007
2013-03-08,3,22,4099.534799999997
2013-03-08,3,23,12955.804799999998
2013-03-08,3,24,2437.3010999999988
2013-03-08,3,25,5450.185500000005
2013-03-08,3,26,3271.9987999999976
2013-03-08,3,27,576.2619999999996
2013-03-08,3,28,214.0021999999999
2013-03-08,3,29,1343.8098
2013-03-08,3,30,1861.3369
2013-03-08,3,31,817.2856000000002
2013-03-08,3,32,4547.371000000002
2013-03-08,3,33,3508.8177000000014
2013-03-08,3,34,5725.121300000002
2013-03-08,3,35,1715.8878999999993
2013-03-08,3,36,316.4446999999999
2013-03-08,3,38,95736.42230000003
2013-03-08,3,40,20857.683999999997
2013-03-08,3,41,622.8967000000001
2013-03-08,3,42,5628.427499999994
2013-03-08,3,44,2436.1356
2013-03-08,3,46,6439.512300000005
2013-03-08,3,52,968.6367000000002
2013-03-08,3,55,8011.404000000004
2013-03-08,3,56,4620.0776000000005
2013-03-08,3,59,9.99520000000001
2013-03-08,3,60,156.74399999999997
2013-03-08,3,67,1529.7075999999995
2013-03-08,3,71,1631.4227000000014
2013-03-08,3,72,31802.832400000003
2013-03-08,3,74,3948.9537000000028
2013-03-08,3,79,7405.249600000002
2013-03-08,3,80,14.1475
2013-03-08,3,81,1697.0344999999998
2013-03-08,3,82,7695.696100000006
2013-03-08,3,85,591.2854999999998
2013-03-08,3,87,1292.1130000000012
2013-03-08,3,90,1698.1338
2013-03-08,3,91,242.66510000000002
2013-03-08,3,92,9097.497299999994
2013-03-08,3,94,496.31649999999996
2013-03-08,3,95,16025.421900000005
2013-03-08,3,96,3420.962199999998
2013-03-08,3,97,447.2226000000004
2013-03-15,3,1,7544.601899999998
2013-03-15,3,2,18755.243300000013
2013-03-15,3,3,5587.394300000004
2013-03-15,3,4,8957.302199999996
2013-03-15,3,5,13114.828699999991
2013-03-15,3,6,2040.312100000001
2013-03-15,3,7,8407.9596
2013-03-15,3,8,9396.012299999999
2013-03-15,3,9,10789.978500000003
2013-03-15,3,10,13145.311500000016
2013-03-15,3,11,8811.914499999997
2013-03-15,3,12,2755.773700000001
2013-03-15,3,13,11971.128100000004
2013-03-15,3,14,4943.354899999998
2013-03-15,3,16,14122.318199999998
2013-03-15,3,17,2724.481
2013-03-15,3,18,769.1401
2013-03-15,3,19,538.4657
2013-03-15,3,20,2281.4907
2013-03-15,3,21,1330.8680000000004
2013-03-15,3,22,3580.2255999999998
2013-03-15,3,23,12959.261299999996
2013-03-15,3,24,2424.6607999999997
2013-03-15,3,25,5209.6722
2013-03-15,3,26,2868.5426
2013-03-15,3,27,572.9981999999999
2013-03-15,3,28,183.0540999999999
2013-03-15,3,29,1292.5852
2013-03-15,3,30,1583.5109000000004
2013-03-15,3,31,775.1806
2013-03-15,3,32,5816.178000000001
2013-03-15,3,33,3968.674800000002
2013-03-15,3,34,6150.109700000002
2013-03-15,3,35,1778.476
2013-03-15,3,36,320.63320000000004
2013-03-15,3,38,93791.4377
2013-03-15,3,40,19839.632499999996
2013-03-15,3,41,588.1389999999998
2013-03-15,3,42,5115.701299999995
2013-03-15,3,44,2789.3712999999993
2013-03-15,3,46,6113.147300000003
2013-03-15,3,52,1091.4711000000002
2013-03-15,3,54,50.657800000000044
2013-03-15,3,55,7080.348400000006
2013-03-15,3,56,5042.403099999997
2013-03-15,3,60,132.014
2013-03-15,3,67,1671.7953999999997
2013-03-15,3,71,1377.5525999999998
2013-03-15,3,72,29087.27249999998
2013-03-15,3,74,3551.308200000003
2013-03-15,3,79,7151.9735999999975
2013-03-15,3,80,9.826600000000001
2013-03-15,3,81,1690.6644000000003
2013-03-15,3,82,7489.860000000007
2013-03-15,3,85,860.2039000000001
2013-03-15,3,87,1416.1487999999995
2013-03-15,3,90,1656.3252999999988
2013-03-15,3,91,253.43320000000014
2013-03-15,3,92,8773.908199999998
2013-03-15,3,95,15738.71899999999
2013-03-15,3,96,3505.3062000000004
2013-03-15,3,97,420.0554000000001
2013-03-22,3,1,8970.840199999999
2013-03-22,3,2,18752.98480000001
2013-03-22,3,3,5257.746700000002
2013-03-22,3,4,8906.199000000002
2013-03-22,3,5,12740.294299999987
2013-03-22,3,6,1791.6942000000001
2013-03-22,3,7,10043.968700000005
2013-03-22,3,8,9666.936300000003
2013-03-22,3,9,11486.470299999997
2013-03-22,3,10,13036.386700000001
2013-03-22,3,11,10491.9972
2013-03-22,3,12,2815.1578000000013
2013-03-22,3,13,12760.467400000005
2013-03-22,3,14,4624.0584
2013-03-22,3,16,14877.916599999995
2013-03-22,3,17,2831.0398999999998
2013-03-22,3,18,1450.2286
2013-03-22,3,19,611.1220999999997
2013-03-22,3,20,2242.4757999999997
2013-03-22,3,21,1355.8167999999991
2013-03-22,3,22,3390.512699999999
2013-03-22,3,23,13388.692199999992
2013-03-22,3,24,2762.5521000000003
2013-03-22,3,25,5465.3416000000025
2013-03-22,3,26,3039.578099999999
2013-03-22,3,27,453.2792000000001
2013-03-22,3,28,165.41419999999988
2013-03-22,3,29,1136.1331999999995
2013-03-22,3,30,1665.4405999999997
2013-03-22,3,31,692.7069000000001
2013-03-22,3,32,4612.726899999998
2013-03-22,3,33,3312.697200000002
2013-03-22,3,34,5979.147599999999
2013-03-22,3,35,1450.3556000000003
2013-03-22,3,36,863.0239999999999
2013-03-22,3,38,90403.32009999992
2013-03-22,3,40,19532.082200000008
2013-03-22,3,41,503.55949999999973
2013-03-22,3,42,4424.061099999995
2013-03-22,3,44,2570.185099999997
2013-03-22,3,46,6684.664500000001
2013-03-22,3,52,974.9103000000001
2013-03-22,3,55,7380.175599999999
2013-03-22,3,56,5225.504899999998
2013-03-22,3,60,111.89
2013-03-22,3,67,2015.3002999999999
2013-03-22,3,71,1618.6663000000005
2013-03-22,3,72,27293.352500000005
2013-03-22,3,74,3597.181100000002
2013-03-22,3,79,7432.982299999994
2013-03-22,3,80,11.777000000000001
2013-03-22,3,81,1683.6695999999997
2013-03-22,3,82,7532.3883
2013-03-22,3,85,1040.9854
2013-03-22,3,87,1661.9672000000014
2013-03-22,3,90,1662.6684000000002
2013-03-22,3,91,372.68780000000027
2013-03-22,3,92,8587.293600000006
2013-03-22,3,94,891.4417000000003
2013-03-22,3,95,18023.594400000005
2013-03-22,3,96,4363.824200000003
2013-03-22,3,97,441.98510000000005
2013-03-29,3,1,10186.565600000002
2013-03-29,3,2,18852.578300000012
2013-03-29,3,3,5126.270200000002
2013-03-29,3,4,8766.6633
2013-03-29,3,5,13556.46959999999
2013-03-29,3,6,2162.9898000000003
2013-03-29,3,7,11286.4175
2013-03-29,3,8,9544.435399999997
2013-03-29,3,9,11426.803300000001
2013-03-29,3,10,13012.178199999998
2013-03-29,3,11,10028.075799999995
2013-03-29,3,12,2714.9709999999995
2013-03-29,3,13,12664.5164
2013-03-29,3,14,4486.8372
2013-03-29,3,16,13914.25379999999
2013-03-29,3,17,2696.116
2013-03-29,3,18,1341.5556000000006
2013-03-29,3,19,564.4738999999998
2013-03-29,3,20,2140.2391999999995
2013-03-29,3,21,1364.3577999999998
2013-03-29,3,22,3518.3570999999984
2013-03-29,3,23,13235.8011
2013-03-29,3,24,2608.642799999998
2013-03-29,3,25,5256.0681
2013-03-29,3,26,3188.242399999999
2013-03-29,3,27,456.07730000000015
2013-03-29,3,28,179.4462999999999
2013-03-29,3,29,1164.0371999999998
2013-03-29,3,30,1662.2672999999998
2013-03-29,3,31,693.0576
2013-03-29,3,32,5349.814999999999
2013-03-29,3,33,3887.3878000000022
2013-03-29,3,34,5714.888300000003
2013-03-29,3,35,1493.5854000000002
2013-03-29,3,36,587.2417
2013-03-29,3,38,85505.13290000001
2013-03-29,3,40,18905.925000000003
2013-03-29,3,41,475.09789999999987
2013-03-29,3,42,4383.337099999997
2013-03-29,3,44,2261.478999999999
2013-03-29,3,46,6723.6913
2013-03-29,3,52,1021.1126000000004
2013-03-29,3,55,7094.925800000001
2013-03-29,3,56,5081.344599999999
2013-03-29,3,59,24.786799999999992
2013-03-29,3,60,125.99200000000005
2013-03-29,3,67,1976.1872000000003
2013-03-29,3,71,1472.6772
2013-03-29,3,72,27821.61790000001
2013-03-29,3,74,3573.1320000000014
2013-03-29,3,79,7649.567899999994
2013-03-29,3,80,11.411799999999998
2013-03-29,3,81,1682.8141999999996
2013-03-29,3,82,7466.271400000002
2013-03-29,3,85,897.5073000000001
2013-03-29,3,87,1636.760500000001
2013-03-29,3,90,1710.2788999999998
2013-03-29,3,91,254.7166000000001
2013-03-29,3,92,8457.076400000002
2013-03-29,3,95,16251.320499999996
2013-03-29,3,96,3496.3233000000023
2013-03-29,3,97,421.0295999999999
2013-04-05,3,1,9668.075800000002
2013-04-05,3,2,19691.91840000001
2013-04-05,3,3,5107.9616000000005
2013-04-05,3,4,9819.310000000007
2013-04-05,3,5,14235.188599999992
2013-04-05,3,6,1927.8483999999999
2013-04-05,3,7,12181.294800000009
2013-04-05,3,8,9368.9905
2013-04-05,3,9,10570.023300000003
2013-04-05,3,10,12691.197199999997
2013-04-05,3,11,10533.742199999997
2013-04-05,3,12,2746.3774999999996
2013-04-05,3,13,12885.588000000005
2013-04-05,3,14,4396.167000000001
2013-04-05,3,16,16610.272900000004
2013-04-05,3,17,2684.7499
2013-04-05,3,18,2307.755000000001
2013-04-05,3,19,736.8811999999999
2013-04-05,3,20,2330.2361000000014
2013-04-05,3,21,1331.89
2013-04-05,3,22,4052.025699999999
2013-04-05,3,23,13133.757299999996
2013-04-05,3,24,2484.4109
2013-04-05,3,25,5307.443600000003
2013-04-05,3,26,3261.9717999999993
2013-04-05,3,27,475.92570000000023
2013-04-05,3,28,215.26519999999985
2013-04-05,3,29,1229.0527000000002
2013-04-05,3,30,1719.6792
2013-04-05,3,31,705.17
2013-04-05,3,32,5313.062000000002
2013-04-05,3,33,4149.349900000002
2013-04-05,3,34,6029.703000000001
2013-04-05,3,35,1652.6097
2013-04-05,3,36,678.1156000000001
2013-04-05,3,38,93985.5966
2013-04-05,3,40,20820.529300000013
2013-04-05,3,41,504.0155999999999
2013-04-05,3,42,5483.648999999998
2013-04-05,3,44,2608.5996999999993
2013-04-05,3,46,7375.158800000001
2013-04-05,3,49,21.457799999999988
2013-04-05,3,52,1031.5932
2013-04-05,3,54,50.61920000000006
2013-04-05,3,55,7947.862200000008
2013-04-05,3,56,5663.9864
2013-04-05,3,60,127.82799999999999
2013-04-05,3,67,1882.4670999999998
2013-04-05,3,71,1884.1686000000016
2013-04-05,3,72,30936.992599999987
2013-04-05,3,74,4002.6635000000015
2013-04-05,3,79,7444.093599999997
2013-04-05,3,80,13.069800000000003
2013-04-05,3,81,1752.3109999999997
2013-04-05,3,82,7434.1412999999975
2013-04-05,3,85,762.4458999999997
2013-04-05,3,87,1399.2719000000006
2013-04-05,3,90,1764.3565999999992
2013-04-05,3,91,320.97310000000004
2013-04-05,3,92,9046.6884
2013-04-05,3,95,16406.942400000004
2013-04-05,3,96,3934.7885999999994
2013-04-05,3,97,473.8381
2013-04-12,3,1,8918.6971
2013-04-12,3,2,18375.975300000013
2013-04-12,3,3,5103.8232
2013-04-12,3,4,9045.478199999998
2013-04-12,3,5,12941.274699999998
2013-04-12,3,6,1694.001400000001
2013-04-12,3,7,9107.592699999997
2013-04-12,3,8,8978.6811
2013-04-12,3,9,10837.255500000005
2013-04-12,3,10,13039.367199999997
2013-04-12,3,11,10044.6628
2013-04-12,3,12,2971.0789999999984
2013-04-12,3,13,12003.967200000006
2013-04-12,3,14,4830.394699999999
2013-04-12,3,16,15243.2488
2013-04-12,3,17,2598.2893000000013
2013-04-12,3,18,1359.3872000000003
2013-04-12,3,19,636.1838999999998
2013-04-12,3,20,2218.1826999999994
2013-04-12,3,21,1362.9088000000004
2013-04-12,3,22,3685.9883999999997
2013-04-12,3,23,13727.764299999992
2013-04-12,3,24,2412.9547999999995
2013-04-12,3,25,5161.465100000002
2013-04-12,3,26,3257.115699999999
2013-04-12,3,27,479.1027999999999
2013-04-12,3,28,173.89469999999992
2013-04-12,3,29,1197.8009000000002
2013-04-12,3,30,1602.9884
2013-04-12,3,31,707.3165000000001
2013-04-12,3,32,4338.249900000001
2013-04-12,3,33,3771.2675000000013
2013-04-12,3,34,5557.651300000003
2013-04-12,3,35,1577.7479
2013-04-12,3,36,496.3083000000001
2013-04-12,3,38,94780.00899999999
2013-04-12,3,40,19473.3048
2013-04-12,3,41,452.40619999999996
2013-04-12,3,42,5204.311399999997
2013-04-12,3,44,2246.3242000000005
2013-04-12,3,46,6350.081899999997
2013-04-12,3,52,1046.1863
2013-04-12,3,55,7245.549400000002
2013-04-12,3,56,5131.2752
2013-04-12,3,59,11.576599999999996
2013-04-12,3,60,114.41000000000004
2013-04-12,3,67,1739.9231000000002
2013-04-12,3,71,1459.5875000000005
2013-04-12,3,72,24978.228999999985
2013-04-12,3,74,3804.481000000001
2013-04-12,3,79,7509.6666
2013-04-12,3,80,13.041200000000005
2013-04-12,3,81,1729.4969
2013-04-12,3,82,7474.757600000001
2013-04-12,3,85,844.8036999999998
2013-04-12,3,87,1343.894200000001
2013-04-12,3,90,1732.603799999999
2013-04-12,3,91,320.19089999999994
2013-04-12,3,92,8877.319099999999
2013-04-12,3,95,15869.041700000002
2013-04-12,3,96,3957.4296000000027
2013-04-12,3,97,426.5134999999999
2013-04-19,3,1,8555.1731
2013-04-19,3,2,19069.737300000008
2013-04-19,3,3,5071.994000000001
2013-04-19,3,4,9036.509299999998
2013-04-19,3,5,12458.345599999999
2013-04-19,3,6,1793.859700000001
2013-04-19,3,7,9330.958599999996
2013-04-19,3,8,8879.858499999997
2013-04-19,3,9,10420.322400000006
2013-04-19,3,10,12361.084900000002
2013-04-19,3,11,10341.670299999998
2013-04-19,3,12,2598.1555999999996
2013-04-19,3,13,12138.646600000005
2013-04-19,3,14,4817.182999999997
2013-04-19,3,16,13356.289
2013-04-19,3,17,2748.7335000000016
2013-04-19,3,18,1269.7775000000001
2013-04-19,3,19,607.6354
2013-04-19,3,20,2048.1201000000005
2013-04-19,3,21,1294.7124
2013-04-19,3,22,3354.659499999999
2013-04-19,3,23,13466.101400000001
2013-04-19,3,24,2478.099299999998
2013-04-19,3,25,4889.4391
2013-04-19,3,26,2922.3086000000003
2013-04-19,3,27,441.56949999999995
2013-04-19,3,28,171.29459999999992
2013-04-19,3,29,1166.3982000000003
2013-04-19,3,30,1517.5486999999996
2013-04-19,3,31,694.5686999999999
2013-04-19,3,32,4613.2061
2013-04-19,3,33,3591.274100000001
2013-04-19,3,34,5332.612600000001
2013-04-19,3,35,1459.6294
2013-04-19,3,36,766.2112
2013-04-19,3,38,92449.048
2013-04-19,3,40,19421.31830000001
2013-04-19,3,41,444.38039999999995
2013-04-19,3,42,4708.037499999997
2013-04-19,3,44,2248.4582000000014
2013-04-19,3,46,6384.401999999997
2013-04-19,3,49,32.6084
2013-04-19,3,52,1025.9182999999994
2013-04-19,3,54,93.13700000000003
2013-04-19,3,55,7114.7126
2013-04-19,3,56,4389.971400000003
2013-04-19,3,59,11.700999999999999
2013-04-19,3,60,111.29600000000003
2013-04-19,3,67,1901.5284000000008
2013-04-19,3,71,1225.8168
2013-04-19,3,72,22370.251800000005
2013-04-19,3,74,3556.7772000000045
2013-04-19,3,79,7658.2967999999955
2013-04-19,3,80,19.049
2013-04-19,3,81,1695.2835000000005
2013-04-19,3,82,7457.5718
2013-04-19,3,85,1066.7276
2013-04-19,3,87,1506.3054000000009
2013-04-19,3,90,1726.3813
2013-04-19,3,91,319.78
2013-04-19,3,92,8840.6272
2013-04-19,3,95,18060.4713
2013-04-19,3,96,4178.180700000003
2013-04-19,3,97,395.89730000000003
2013-04-26,3,1,8677.001000000004
2013-04-26,3,2,18880.73680000001
2013-04-26,3,3,5169.771600000001
2013-04-26,3,4,8790.667999999998
2013-04-26,3,5,12775.314899999992
2013-04-26,3,6,1961.0434999999995
2013-04-26,3,7,8862.470899999997
2013-04-26,3,8,8817.249800000001
2013-04-26,3,9,10402.049500000003
2013-04-26,3,10,12628.102600000006
2013-04-26,3,11,9964.558100000002
2013-04-26,3,12,2812.9495
2013-04-26,3,13,12356.233600000005
2013-04-26,3,14,4937.492199999997
2013-04-26,3,16,14441.757199999998
2013-04-26,3,17,2639.3105000000014
2013-04-26,3,19,599.4396
2013-04-26,3,20,2039.1707999999999
2013-04-26,3,21,1331.0469999999998
2013-04-26,3,22,3487.252499999998
2013-04-26,3,23,13757.383900000004
2013-04-26,3,24,2549.5222999999983
2013-04-26,3,25,4966.772199999999
2013-04-26,3,26,3094.9504999999995
2013-04-26,3,27,503.2761
2013-04-26,3,28,179.123
2013-04-26,3,29,1218.9526000000003
2013-04-26,3,30,1553.7015
2013-04-26,3,31,667.0686000000001
2013-04-26,3,32,4894.2853
2013-04-26,3,33,3733.155300000001
2013-04-26,3,34,5432.058100000002
2013-04-26,3,35,1332.2098999999996
2013-04-26,3,36,596.7278
2013-04-26,3,38,86515.22309999999
2013-04-26,3,40,18878.898500000007
2013-04-26,3,41,429.3732999999998
2013-04-26,3,42,4624.680299999997
2013-04-26,3,44,2179.6946999999996
2013-04-26,3,46,6255.907100000003
2013-04-26,3,52,992.6485
2013-04-26,3,55,7246.2000000000035
2013-04-26,3,56,4447.4446
2013-04-26,3,59,10.2568
2013-04-26,3,60,114.64200000000002
2013-04-26,3,67,1820.3940000000005
2013-04-26,3,71,1253.4008999999987
2013-04-26,3,72,24930.900199999985
2013-04-26,3,74,3567.743300000002
2013-04-26,3,79,7478.512199999995
2013-04-26,3,80,19.0447
2013-04-26,3,81,1710.8568000000002
2013-04-26,3,82,7343.652200000003
2013-04-26,3,85,965.2869000000002
2013-04-26,3,87,1502.9028000000012
2013-04-26,3,90,1734.7312
2013-04-26,3,91,283.40250000000003
2013-04-26,3,92,8674.910700000002
2013-04-26,3,94,794.7853000000006
2013-04-26,3,95,15565.315399999998
2013-04-26,3,96,4098.304800000002
2013-04-26,3,97,496.9076999999999
2013-05-03,3,1,8351.114799999998
2013-05-03,3,2,19949.51380000001
2013-05-03,3,3,5159.603400000002
2013-05-03,3,4,10042.921100000012
2013-05-03,3,5,12975.7201
2013-05-03,3,6,1837.7416
2013-05-03,3,7,10416.986300000004
2013-05-03,3,8,9146.000599999998
2013-05-03,3,9,10924.579000000002
2013-05-03,3,10,12769.890199999996
2013-05-03,3,11,10885.408000000001
2013-05-03,3,12,2941.5191999999993
2013-05-03,3,13,12460.1113
2013-05-03,3,14,4638.760799999998
2013-05-03,3,16,13729.763100000004
2013-05-03,3,17,2713.3339
2013-05-03,3,18,860.8193999999999
2013-05-03,3,19,594.8084
2013-05-03,3,20,2076.544300000001
2013-05-03,3,21,1309.3733999999997
2013-05-03,3,22,3409.411699999999
2013-05-03,3,23,13742.897899999998
2013-05-03,3,24,2344.173
2013-05-03,3,25,5316.921100000002
2013-05-03,3,26,3145.5838
2013-05-03,3,27,470.7115
2013-05-03,3,28,178.27589999999992
2013-05-03,3,29,1235.1559000000004
2013-05-03,3,30,1562.8520999999998
2013-05-03,3,31,663.0557999999996
2013-05-03,3,32,4643.5231
2013-05-03,3,33,3494.626199999999
2013-05-03,3,34,5657.021200000002
2013-05-03,3,35,1593.8561000000007
2013-05-03,3,36,528.2660000000001
2013-05-03,3,38,95696.93119999995
2013-05-03,3,40,20013.42640000001
2013-05-03,3,41,407.0912
2013-05-03,3,42,5242.634499999997
2013-05-03,3,44,2411.718500000001
2013-05-03,3,46,6552.166400000003
2013-05-03,3,47,36.00619999999999
2013-05-03,3,52,1057.9613999999995
2013-05-03,3,54,35.433600000000055
2013-05-03,3,55,7777.1603000000005
2013-05-03,3,56,3935.6599999999994
2013-05-03,3,60,149.51599999999996
2013-05-03,3,67,4060.317800000002
2013-05-03,3,71,1354.219900000001
2013-05-03,3,72,27621.88269999999
2013-05-03,3,74,3676.745700000001
2013-05-03,3,79,7431.149900000001
2013-05-03,3,80,17.569200000000006
2013-05-03,3,81,1743.3844
2013-05-03,3,82,7588.255999999997
2013-05-03,3,85,884.2291999999999
2013-05-03,3,87,1452.7772999999997
2013-05-03,3,90,1706.5932999999993
2013-05-03,3,91,385.8281000000001
2013-05-03,3,92,8934.591699999997
2013-05-03,3,94,1044.5705
2013-05-03,3,95,17418.870700000003
2013-05-03,3,96,4285.4527000000035
2013-05-03,3,97,464.0628
2013-05-10,3,1,8377.895500000002
2013-05-10,3,2,19205.242000000006
2013-05-10,3,3,5045.381699999999
2013-05-10,3,4,9354.039
2013-05-10,3,5,13464.850400000003
2013-05-10,3,6,1921.8079000000007
2013-05-10,3,7,9425.233999999999
2013-05-10,3,8,9122.458
2013-05-10,3,9,10758.5722
2013-05-10,3,10,12830.0597
2013-05-10,3,11,10473.8231
2013-05-10,3,12,3022.2958999999973
2013-05-10,3,13,12268.797400000003
2013-05-10,3,14,4758.8877999999995
2013-05-10,3,16,13422.959
2013-05-10,3,17,2680.9830000000006
2013-05-10,3,19,709.9944999999998
2013-05-10,3,20,2190.4662999999996
2013-05-10,3,21,1337.8859000000002
2013-05-10,3,22,3517.0717999999993
2013-05-10,3,23,13410.044999999995
2013-05-10,3,24,2463.133699999999
2013-05-10,3,25,5111.502700000004
2013-05-10,3,26,3072.7889
2013-05-10,3,27,474.95810000000006
2013-05-10,3,28,188.37239999999997
2013-05-10,3,29,1353.9081999999999
2013-05-10,3,30,1613.3495000000007
2013-05-10,3,31,732.4579000000001
2013-05-10,3,32,4987.335900000004
2013-05-10,3,33,4038.6470000000018
2013-05-10,3,34,5431.575900000004
2013-05-10,3,35,1593.9294000000002
2013-05-10,3,36,458.47020000000003
2013-05-10,3,38,93168.41050000001
2013-05-10,3,40,19423.982300000003
2013-05-10,3,41,452.1104000000001
